Question,Answer,File,URL
How can I opt out of the SFSS Health and Dental Plan?,"To opt out of the SFSS Health and Dental Plan, you will need to provide proof that you are covered by an equivalent extended health and/or dental plan during the Change-of-Coverage Period. Visit their website for more information.",1_1_12_10,https://www.sfu.ca/medical-insurance/2-3-term-study-abroad.html
What should I do if I want to make claims under the SFSS Health and Dental Plan?,"To make claims under the SFSS Health and Dental Plan, you can claim online, through a mobile app, or by mail. Please allow up to two weeks for claims to be processed. For claim forms and more information, please visit the SFSS Health and Dental website.",1_1_12_10,https://www.sfu.ca/medical-insurance/2-3-term-study-abroad.html
Who can I contact for questions about my secondary medical insurance?,"You can reach a representative by calling the Care Centre at 236-427-8123, Mon. - Fri. from 9 am to 5 pm. Or you can visit the Studentcare Care Office in-person, located at the Student Union Building (SUB) 2301 on SFU Burnaby campus, Mon. - Fri. from 9 am to 5 pm.",1_1_12_10,https://www.sfu.ca/medical-insurance/2-3-term-study-abroad.html
What happens to my secondary medical insurance after my study abroad term?,"Students beginning their term in the Fall and completing their studies in December should contact Studentcare directly to learn about their options for the remainder of the plan, and they must do so prior to the Spring Change-of-Coverage period. Students beginning their term in the Spring cannot opt out mid-year; their coverage will remain active until August 31st of that year.",1_1_12_10,https://www.sfu.ca/medical-insurance/2-3-term-study-abroad.html
What is the GSS Health and Dental Plan?,"The Graduate Student Society (GSS) health and dental plan is in place to complement primary medical coverage (i.e., BC MSP). Services not included by primary coverage (i.e., vision and dental care) are included in the GSS plan. Eligible students are automatically covered by and billed for applicable portions of the student plan (except if entering in summer term). Note that plan benefits are only accessible within Canada.",1_1_12_10,https://www.sfu.ca/medical-insurance/2-3-term-study-abroad.html
How can I opt out of the GSS Health and Dental Plan?,"You may opt out of the GSS extended health plan if you have existing secondary coverage in BC. To opt out, you will be required to upload proof of coverage on the GSS Health and Dental website during the Change-of-Coverage Period.",1_1_12_10,https://www.sfu.ca/medical-insurance/2-3-term-study-abroad.html
How do I make claims for the GSS Health and Dental Plan?,"You can claim online, through a mobile app, or by mail. Please allow up to two weeks for claims to be processed. For claim forms and more information, please visit the GSS Health and Dental website.",1_1_12_10,https://www.sfu.ca/medical-insurance/2-3-term-study-abroad.html
What responsibilities do domestic exchange students have regarding medical insurance at SFU?,Domestic exchange students at SFU are responsible for ensuring their provincial medical insurance covers them while studying in British Columbia. They must contact their Provincial or Territorial health plan provider to inquire about coverage and note that SFU will not review their home insurance plan.,1_1_12_11,https://www.sfu.ca/medical-insurance/domestic-exchange.html
How can I ensure my provincial medical insurance covers me while studying in BC?,Contact your Provincial or Territorial health plan provider to inquire about coverage while in British Columbia (BC). Inform them that you will be studying out of province to ensure your coverage will be sufficient for the duration of your stay at SFU.,1_1_12_11,https://www.sfu.ca/medical-insurance/domestic-exchange.html
Will SFU review my home insurance plan?,"No, SFU will not review your home insurance plan.",1_1_12_11,https://www.sfu.ca/medical-insurance/domestic-exchange.html
Can Canadian citizens and permanent residents enroll in the guard.me@SFU plan?,"No, Canadian citizens and permanent residents of Canada cannot be enrolled in the guard.me@SFU plan.",1_1_12_11,https://www.sfu.ca/medical-insurance/domestic-exchange.html
What is the cost of the guard.me@SFU medical insurance plan for international students?,The cost of the guard.me@SFU medical insurance plan for international students is $281 per term.,1_1_12_11,https://www.sfu.ca/medical-insurance/domestic-exchange.html
How can I opt out of the guard.me@SFU plan if I'm covered by my province's medical plan?,"To opt out of the guard.me@SFU plan if you are covered by your province's medical plan, you should inform your home province's medical plan provider that you will be studying out of province to ensure your coverage will be sufficient for the duration of your stay at SFU. Additionally, you must ensure that you have appropriate medical coverage while studying at SFU, as SFU will not review your home insurance plan.",1_1_12_11,https://www.sfu.ca/medical-insurance/domestic-exchange.html
What should I inform my home province's medical plan provider before studying out of province?,You should inform your home province's medical plan provider that you will be studying out of province to ensure your coverage will be sufficient for the duration of your stay at SFU.,1_1_12_11,https://www.sfu.ca/medical-insurance/domestic-exchange.html
Will I receive secondary medical insurance through SFU?,You will not receive a secondary medical insurance plan through SFU.,1_1_12_11,https://www.sfu.ca/medical-insurance/domestic-exchange.html
What options do I have for purchasing additional medical coverage?,"You may wish to purchase coverage through a private insurance agent. Additionally, if you are an international student covered by your Canadian province's medical plan, you should check what outside-of-province coverage is provided by your home province's plan.",1_1_12_11,https://www.sfu.ca/medical-insurance/domestic-exchange.html
What benefits are included in the guard.me@SFU plan for international students?,"The guard.me@SFU plan for international students includes some limited secondary benefits. For detailed plan information, please refer to the provided resources.",1_1_12_11,https://www.sfu.ca/medical-insurance/domestic-exchange.html
What type of medical insurance coverage is required for visitors to SFU?,Short-term private coverage for visits less than six months; BC Medical Services Plan (MSP) for residents longer than six months with a valid study or work permit; interim guard.me insurance during MSP waiting period.,1_1_12_12,https://www.sfu.ca/medical-insurance/visitors.html
Are visiting graduate research students in BC for less than six months eligible for the BC Medical Services Plan?,"No, visiting graduate research students in BC for less than six months are not eligible for the BC Medical Services Plan.",1_1_12_12,https://www.sfu.ca/medical-insurance/visitors.html
What should I do if I am visiting SFU for less than six months?,"If you are visiting SFU for less than six months, you are not eligible for the BC Medical Services Plan (MSP) and must apply for short-term private medical insurance coverage for the duration of your stay.",1_1_12_12,https://www.sfu.ca/medical-insurance/visitors.html
How can I apply for short-term private coverage during my stay at SFU?,"To apply for short-term private coverage during your stay at SFU, you will need to select an available plan that provides adequate medical insurance for the duration of your visit. Specific details about the available plans can be found in the provided information.",1_1_12_12,https://www.sfu.ca/medical-insurance/visitors.html
What is the waiting period for the BC Medical Services Plan after arriving in BC?,The waiting period for the BC Medical Services Plan after arriving in BC is the balance of the month of arrival plus two months.,1_1_12_12,https://www.sfu.ca/medical-insurance/visitors.html
When should I apply for BC MSP coverage if I plan to stay longer than six months?,Apply for BC MSP coverage as soon as you arrive in BC.,1_1_12_12,https://www.sfu.ca/medical-insurance/visitors.html
Do I need medical insurance for accompanying family members during my stay?,"Yes, you (and any accompanying family members) must have adequate medical insurance for the duration of your stay.",1_1_12_12,https://www.sfu.ca/medical-insurance/visitors.html
What insurance is needed for interim coverage while waiting for BC MSP?,guard.me insurance,1_1_12_12,https://www.sfu.ca/medical-insurance/visitors.html
Are there specific eligibility requirements for obtaining BC MSP coverage?,"Yes, you must have coverage under the BC Medical Services Plan (MSP) if you will be a resident of BC for longer than 6 months and have a valid study or work permit.",1_1_12_12,https://www.sfu.ca/medical-insurance/visitors.html
Where can I find more information about medical insurance options for my stay at SFU?,"For more information about medical insurance options for your stay at SFU, please refer to the provided links such as Facebook, Twitter, YouTube, and the ""Contact us"" section.",1_1_12_12,https://www.sfu.ca/medical-insurance/visitors.html
